Ikokoto,6.23517872510048,0.0807677100696358
Image,6.40985857458043,0.64743135107924
Mafwemiro,6.08058667571506,0.105906172468051
Mamirwa,5.75833028294562,0.148158017730498
Mazumbai,4.9559252174495,0.132494339396478
Mbulu,6.94962315322889,0.0315084763016503
MtKenya,6.92591531543484,0.114157088728849
Mufindi,6.03821089902066,0.358366104557183
Namuli,6.47767169492923,0.101025717745279
Ndundulu,6.32418161765935,0.107832888073867
Nguru,5.96383726311151,0.0491651215565634
Njesi,6.306973118713,0.138873891367398
Rungwe,5.94114745699335,0.700850511014165
Selebu,5.96539241022341,0.177304832414966
SouthPare,5.74316777586669,missing
Uluguru,6.26338609512047,0.0196814569093751
